SIREN;Nom de l'entreprise;Produit;Numéro de dossier;Chargé d'affaire;Finalité commerciale;Date D'accord;Date prévisionnelle de signature;Dépenses entreprise (k€);Statut
837877802;HIMERO FINANCES;Prêt Crédit Impôt Recherche;4344744525;Dusty Hoppe;Développement;;27/09/2014;175;Perdu
515100931;SOC CHAUSSURES BERTHIER;Prêt participatif développement bois;1810984526;Felicia Nicolas;Développement;;10/05/2013;266;Perdu
419360813;100% SERVICES PARIS;Financement plan réduction émissions CO2;7928994527;Arnoldo Roob;Modernisation;;03/07/2019;122;Perdu
423334408;HENNIG ARCHITECTES;Prêt participatif développement bois;7417654528;Cecile Marquardt;Développement;;16/03/2014;247;Perdu
830599106;65 RUISSEAU;Financement innovation écologique;4388964529;Brad Volkman;Développement;;11/08/2011;227;Perdu
842922569;A.A;Financement formation TES;0601874530;Trystan Hickle;Développement;01/03/2020;16/12/2019;348;Gagné
842565830;HOTEL DE BELLEVUE;Financement campagne sensibilisation interne TES;5895634531;Isaac Runolfsdottir;Développement;;16/11/2016;161;Perdu
848962379;SMDV;Financement plan réduction pollution;3678314532;Arnoldo Roob;Modernisation;;25/08/2014;305;Perdu
388269383;ABM ALIMENTATION;Financement travaux modernisation;6662114533;Mara Lowe;Modernisation;02/11/2017;02/10/2017;156;Gagné
841746480;HOTEL BELIDOR;Financement travaux modernisation;1361084534;Queen Pfannerstill;Modernisation;09/09/2015;03/07/2015;164;Gagné
338905458;HIGH FLYERS AGENCY;Prêt participatif développement bois;5763704535;Isaac Runolfsdottir;Développement;26/05/2015;10/03/2015;122;Gagné
411289838;AB INITIO SOFTWARE;Prêt économies énergies;9290614536;Darrion Becker;Modernisation;;09/11/2015;469;Perdu
477855548;HAVRE TRONCHET;Prêt Crédit Impôt Recherche;9623384537;Price Glover;Développement;10/07/2018;14/04/2018;264;Gagné
832282164;ABEILLE DRAPEAUX EX BERTHOU;Financement campagne sensibilisation interne TES;3836984538;Arnoldo Roob;Développement;02/04/2010;08/02/2010;386;Gagné
522300755;HOTEL DE L'EMPEREUR;Prêt participatif développement bois;7922374539;Isaac Runolfsdottir;Développement;;26/11/2017;167;Perdu
834053712;SNCEEL;Prêt économies énergies;8075654540;Cecile Marquardt;Modernisation;;20/11/2016;167;Perdu
832607790;ACADEMEIE MUSICALE DU 13EME  ARRT;Prêt participatif développement bois;5398604541;Lavon Lang;Développement;;05/12/2010;390;Perdu
400408233;3C ASSOCIES;Prêt participatif développement bois;3963174542;Frederick Predovic;Développement;17/01/2016;17/12/2015;289;Gagné
839932696;SHOP IN STORE;Prêt participatif développement bois;3922534543;Brad Volkman;Développement;;20/05/2015;185;Perdu
542010053;HOLDING DES CENTRES POINT VISION;Financement campagne sensibilisation interne TES;5388394544;Mara Lowe;Développement;07/10/2013;10/07/2013;306;Gagné
38884334;A 12;Financement installations production énergies renouvellables;7644384545;Trystan Hickle;Modernisation;;16/08/2017;248;Perdu
829469212;ABDP CONSEILS;Financement plan réduction pollution;2979454546;Frederick Predovic;Modernisation;;11/06/2018;310;Perdu
478823206;SIOUXE;Financement installations production énergies renouvellables;5401764547;Isaac Runolfsdottir;Modernisation;30/04/2020;11/02/2020;253;Gagné
499870905;SO SHAPE;Financement plan réduction émissions CO2;2815814548;Frederick Predovic;Modernisation;;02/09/2018;165;Perdu
324118702;HOTEL ETOILE WAGRAM;Financement innovation écologique;0605644549;Brad Volkman;Développement;08/06/2017;07/05/2017;313;Gagné
821403490;HORZE FRANCE;Financement campagne sensibilisation interne TES;2835864550;Cecile Marquardt;Développement;;28/09/2012;322;Perdu
844183285;HOTEL BELLECHASSE;Financement formation TES;6522914551;Queen Pfannerstill;Développement;;15/01/2019;343;Perdu
850952615;ABYS MARKET;Prêt économies énergies;7188984552;Felicia Nicolas;Modernisation;25/12/2010;08/10/2010;325;Gagné
844162453;SICCA IDF;Prêt participatif développement bois;1005334553;Hayden Schroeder;Développement;17/01/2015;07/11/2014;277;Gagné
451117287;SOC GRAND HOTEL UNIVERS;Prêt Crédit Impôt Recherche;7607724554;Frederick Predovic;Développement;;13/06/2018;179;Perdu
447771494;HFCA;Prêt participatif développement bois;5757294555;Abigayle Rohan;Développement;17/05/2018;24/03/2018;135;Gagné
530420587;HEXAMODE;Financement travaux modernisation;7974364556;Felicia Nicolas;Modernisation;22/05/2018;07/04/2018;287;Gagné
315251348;ABC MARKETING;Prêt Crédit Impôt Recherche;6023714557;Frederick Predovic;Développement;;27/11/2018;166;Perdu
820335131;HORUS;Financement installations production énergies renouvellables;4150214558;Cecile Marquardt;Modernisation;;28/03/2012;183;Perdu
494810963;HOMAD;Financement innovation écologique;2054374559;Frederick Predovic;Développement;;31/08/2011;396;Perdu
453741498;HBH COMMUNICATION;Prêt Crédit Impôt Recherche;9602694560;Darrion Becker;Développement;;24/05/2012;319;Perdu
832607790;ACADEMEIE MUSICALE DU 13EME  ARRT;Financement innovation écologique;7560454561;Queen Pfannerstill;Développement;;30/06/2013;208;Perdu
830727764;HOMERE;Financement travaux modernisation;1568854562;Hayden Schroeder;Modernisation;;09/10/2015;468;Perdu
810133561;2GY;Prêt économies énergies;4966584563;Brad Volkman;Modernisation;;29/07/2019;371;Perdu
422133264;HERACLES INVESTISSEMENT;Financement installations production énergies renouvellables;1125744564;Mara Lowe;Modernisation;04/08/2016;03/07/2016;109;Gagné
38852463;HOTEL DES MARRONNIERS;Financement innovation écologique;3480084565;Brad Volkman;Développement;;24/03/2017;157;Perdu
827907254;HODBOURG WAGNER ARCHITECTURE;Financement campagne sensibilisation interne TES;5222304566;Brad Volkman;Développement;;11/10/2012;463;Perdu
411324726;AARPI COTTE & FRANCOIS;Financement installations production énergies renouvellables;2223694567;Brad Volkman;Modernisation;27/09/2011;04/08/2011;430;Gagné
38891867;HBC LEGAL;Financement plan réduction émissions CO2;7248544568;Arnoldo Roob;Modernisation;;03/09/2014;453;Perdu
844192591;2A;Financement campagne sensibilisation interne TES;1402354569;Hayden Schroeder;Développement;21/04/2018;22/02/2018;111;Gagné
811409648;A C S  FRUITS;Financement travaux modernisation;2153034570;Queen Pfannerstill;Modernisation;22/04/2017;02/02/2017;203;Gagné
785355041;SHERFI SAS;Prêt économies énergies;9475474571;Felicia Nicolas;Modernisation;;10/07/2011;287;Perdu
539375378;HOTEL BIBLIOTHEQUE DE FRANCE PARIS TOLBIAC;Prêt participatif développement bois;6038384572;Felicia Nicolas;Développement;;21/09/2018;433;Perdu
842922569;A.A;Prêt économies énergies;0944424573;Darrion Becker;Modernisation;;30/11/2019;138;En cours
381994854;HDA;Financement plan réduction émissions CO2;7825664574;Price Glover;Modernisation;26/06/2018;04/05/2018;161;Gagné
398292201;HELIODORE;Financement innovation écologique;1976134575;Lavon Lang;Développement;;19/11/2010;159;Perdu
434024477;HOTEL LEOPOLD;Financement installations production énergies renouvellables;6137214576;Price Glover;Modernisation;21/08/2011;05/07/2011;308;Gagné
399488873;ABHEURT;Financement campagne sensibilisation interne TES;6912934577;Dusty Hoppe;Développement;24/12/2013;09/11/2013;133;Gagné
508511755;ABSOLUTE SCOOTERS;Prêt économies énergies;3334654578;Price Glover;Modernisation;17/12/2019;04/11/2019;441;Gagné
514119387;SOC EXPL ETS FERNANDEZ;Prêt Crédit Impôt Recherche;2654154579;Price Glover;Développement;;23/03/2012;496;Perdu
753435676;HB 75;Prêt Crédit Impôt Recherche;1731984580;Frederick Predovic;Développement;30/04/2015;10/03/2015;289;Gagné
533866893;SHERPA - SOCIETE DES HOTELS ECONOMIQUES DE LA REGION PARISIENNE;Financement campagne sensibilisation interne TES;7129834581;Isaac Runolfsdottir;Développement;;08/01/2018;351;Perdu
484841085;SOC AUTO SPORT DAUMESNIL;Financement formation TES;1193264582;Darrion Becker;Développement;06/02/2013;07/12/2012;253;Gagné
808185797;SMTM INVEST;Financement travaux modernisation;7160724583;Arnoldo Roob;Modernisation;;07/09/2019;335;Perdu
814840872;100EME ETAGE;Financement plan réduction pollution;4256054584;Mara Lowe;Modernisation;;02/01/2013;181;Perdu
538546227;HOTEL DE TOURVILLE;Prêt participatif développement bois;1530434585;Mara Lowe;Développement;;23/04/2012;184;Perdu
499824290;HBHM;Financement innovation écologique;3687064586;Mara Lowe;Développement;;23/07/2017;360;Perdu
501379705;14 TRANS;Financement installations production énergies renouvellables;8754604587;Isaac Runolfsdottir;Modernisation;;24/02/2012;266;Perdu
822388138;3CSDIS;Financement innovation écologique;9565274588;Price Glover;Développement;;20/07/2015;337;Perdu
489880625;HEALTH AND BIOTECH FRANCE (H & B FRANCE);Financement plan réduction émissions CO2;3672154589;Mara Lowe;Modernisation;;11/06/2011;181;Perdu
38872412;SOC BLOSSOM INTERNATIONALE;Prêt Crédit Impôt Recherche;3783824590;Hayden Schroeder;Développement;;21/07/2011;324;Perdu
484998000;HOTEL BELGRAND PARIS CHAMPS ELYSEES;Financement plan réduction pollution;8292764591;Cecile Marquardt;Modernisation;;17/08/2012;376;Perdu
448043307;SICASS EUROPE;Financement formation TES;8581374592;Lavon Lang;Développement;;16/03/2013;425;Perdu
379617632;SO LEAD;Financement campagne sensibilisation interne TES;6295754593;Mara Lowe;Développement;15/11/2010;26/08/2010;293;Gagné
850034273;HOTEL JARDIN DE CLUNY;Prêt Crédit Impôt Recherche;1514474594;Cecile Marquardt;Développement;;29/04/2010;400;Perdu
487850448;SMARTFOCUS FRANCE;Prêt participatif développement bois;2169014595;Isaac Runolfsdottir;Développement;12/11/2019;01/10/2019;207;Gagné
829618834;HERMINEA FINANCE;Prêt économies énergies;9204384596;Hayden Schroeder;Modernisation;27/02/2012;30/12/2011;368;Gagné
839252780;HOTEL AGORNO CITE DE LA MUSIQUE;Financement formation TES;5508004597;Cecile Marquardt;Développement;13/02/2012;01/01/2012;261;Gagné
421289554;HOTEL ARC DE TRIOMPHE ETOILE;Financement travaux modernisation;3233954598;Mara Lowe;Modernisation;;08/04/2011;270;Perdu
821428562;48 RUE MONTMARTRE SARL;Financement innovation écologique;1617504599;Isaac Runolfsdottir;Développement;01/10/2016;11/08/2016;291;Gagné
502591399;123 APPLICATIONS SARL;Prêt participatif développement bois;5884284600;Frederick Predovic;Développement;;14/03/2015;130;Perdu
494034812;SNC CONSEIL ET ASSISTANCE;Prêt économies énergies;4207044601;Darrion Becker;Modernisation;;23/05/2011;458;Perdu
38852463;HOTEL DES MARRONNIERS;Financement installations production énergies renouvellables;9477354602;Isaac Runolfsdottir;Modernisation;;30/09/2015;454;Perdu
428590624;SOC EXPLOITATION GROUPE FERTEL;Financement campagne sensibilisation interne TES;3862184603;Isaac Runolfsdottir;Développement;;07/11/2015;233;Perdu
443937438;HASSELBAD FRANCE SAS;Prêt économies énergies;5786344604;Mara Lowe;Modernisation;;14/03/2010;151;Perdu
792924441;3D MAQ;Financement formation TES;8927604605;Queen Pfannerstill;Développement;;20/07/2011;154;Perdu
808326839;HAZA;Financement travaux modernisation;6937574606;Cecile Marquardt;Modernisation;;13/02/2019;279;Perdu
853742369;A VERSE TOUJOURS;Financement innovation écologique;9066844607;Brad Volkman;Développement;;02/09/2015;316;Perdu
819551342;HN6 ACTIVE;Financement travaux modernisation;8086474608;Hayden Schroeder;Modernisation;30/05/2016;22/03/2016;273;Gagné
823222237;SKILLCAPITAL SARL;Financement formation TES;7413674609;Lavon Lang;Développement;;11/06/2010;171;Perdu
414942854;ABC+;Prêt Crédit Impôt Recherche;5115004610;Frederick Predovic;Développement;;27/10/2019;349;Perdu
343779690;2MM;Financement travaux modernisation;5592994611;Brad Volkman;Modernisation;;04/04/2013;260;Perdu
423055912;HOTEL MAXIM QUARTIER LATIN;Prêt Crédit Impôt Recherche;4483794612;Brad Volkman;Développement;;02/04/2013;426;Perdu
38912119;AAXEN;Financement plan réduction émissions CO2;8243454613;Arnoldo Roob;Modernisation;;03/01/2012;496;Perdu
790505523;HOTEL D AMBOISE;Financement plan réduction pollution;7279134614;Mara Lowe;Modernisation;;17/09/2015;432;Perdu
311702583;HOME TEX;Financement plan réduction émissions CO2;2228994615;Frederick Predovic;Modernisation;;27/03/2010;206;Perdu
420936197;SME;Financement formation TES;6479604616;Frederick Predovic;Développement;;29/06/2018;466;Perdu
840639751;HISTOIRE ET COLLECTIONS;Financement installations production énergies renouvellables;3716504617;Lavon Lang;Modernisation;13/05/2014;20/03/2014;455;Gagné
39129929;AACR;Financement installations production énergies renouvellables;7211114618;Trystan Hickle;Modernisation;;02/03/2013;109;Perdu
409611274;A GOOD START IN FRANCE;Financement formation TES;2713444619;Felicia Nicolas;Développement;;20/08/2016;363;Perdu
805364213;SOC DOCUMENTS;Prêt Crédit Impôt Recherche;5212644620;Isaac Runolfsdottir;Développement;03/12/2012;12/09/2012;414;Gagné
424787901;SIGEM;Financement installations production énergies renouvellables;0563644621;Isaac Runolfsdottir;Modernisation;28/03/2010;05/01/2010;415;Gagné
539375378;HOTEL BIBLIOTHEQUE DE FRANCE PARIS TOLBIAC;Financement travaux modernisation;1660174622;Darrion Becker;Modernisation;;10/03/2016;471;Perdu
842392219;A.F.L. GESTION;Prêt Crédit Impôt Recherche;9771854623;Mara Lowe;Développement;;28/10/2019;353;Perdu
851335752;SNC TABAC DE LA MUETTE-BONGRAND;Prêt participatif développement bois;6462734624;Trystan Hickle;Développement;31/03/2020;15/02/2020;246;Gagné
830383774;SOC CENTER 51;Financement formation TES;4691574625;Brad Volkman;Développement;10/01/2017;24/10/2016;390;Gagné
504466715;SILOM GROUP SARL;Financement travaux modernisation;3043644626;Abigayle Rohan;Modernisation;;11/09/2017;242;Perdu
450307947;2B FINANCE ET CONSEILS;Financement installations production énergies renouvellables;5875964627;Queen Pfannerstill;Modernisation;08/02/2014;02/12/2013;361;Gagné
414841494;SOC 3B PRODUCTION;Financement plan réduction émissions CO2;6988544628;Felicia Nicolas;Modernisation;;28/07/2014;240;Perdu
785355041;SHERFI SAS;Financement innovation écologique;7474814629;Lavon Lang;Développement;03/09/2013;01/08/2013;246;Gagné
832419634;SILAN;Financement innovation écologique;4393054630;Darrion Becker;Développement;;23/09/2011;288;Perdu
817424096;HOTEL CHOPIN;Prêt participatif développement bois;6174144631;Felicia Nicolas;Développement;;26/06/2014;103;Perdu
420936197;SME;Prêt participatif développement bois;8299844632;Felicia Nicolas;Développement;;23/02/2010;241;Perdu
411194632;SOC HELP TAXIS;Financement plan réduction pollution;0131274633;Lavon Lang;Modernisation;;27/03/2014;352;Perdu
837819028;HOTEL BRITTANY;Financement campagne sensibilisation interne TES;3006934634;Dusty Hoppe;Développement;;12/07/2013;260;Perdu
500238241;SOC GRAND HOTEL LAFAYETTE BUFFAULT;Prêt participatif développement bois;9444694635;Felicia Nicolas;Développement;;06/05/2015;306;Perdu
414016436;8EME CONTINENT;Financement innovation écologique;9494364636;Brad Volkman;Développement;;05/06/2019;315;Perdu
420620262;HITTITE MICROWAVE;Prêt Crédit Impôt Recherche;9692774637;Cecile Marquardt;Développement;;02/09/2017;463;Perdu
835053794;HDS;Prêt participatif développement bois;3224574638;Price Glover;Développement;;16/03/2011;447;Perdu
484560180;A.C.A SOCIETE D AVOCATS;Prêt Crédit Impôt Recherche;4301114639;Price Glover;Développement;27/11/2018;10/10/2018;262;Gagné
433174182;SHIRYU;Financement installations production énergies renouvellables;0248474640;Price Glover;Modernisation;01/10/2015;18/07/2015;329;Gagné
791809882;SO MUST;Financement formation TES;9231324641;Felicia Nicolas;Développement;01/12/2012;01/10/2012;426;Gagné
398050187;SINORAMA VOYAGES;Financement installations production énergies renouvellables;8634584642;Trystan Hickle;Modernisation;;22/03/2018;297;Perdu
38884334;A 12;Prêt économies énergies;4565034643;Darrion Becker;Modernisation;16/07/2010;29/04/2010;295;Gagné
434299137;9HOTEL;Prêt participatif développement bois;8508574644;Brad Volkman;Développement;;18/03/2014;441;Perdu
480304344;HOTEL LA BOURDONNAIS;Financement formation TES;6828314645;Isaac Runolfsdottir;Développement;;27/03/2019;223;Perdu
818689556;HAWAI IVRY;Financement plan réduction émissions CO2;3093734646;Darrion Becker;Modernisation;;02/05/2015;443;Perdu
494252539;100%ZEN;Prêt participatif développement bois;2481064647;Dusty Hoppe;Développement;;03/02/2019;181;Perdu
828651471;HOTEL DE MORNY;Prêt Crédit Impôt Recherche;2976834648;Isaac Runolfsdottir;Développement;;30/10/2013;450;Perdu
520446824;ABAKUS SECURITE;Financement innovation écologique;8361694649;Cecile Marquardt;Développement;;14/06/2014;221;Perdu
840780738;HOTEL ALEXANDRA;Prêt participatif développement bois;6123294650;Cecile Marquardt;Développement;17/07/2015;12/05/2015;131;Gagné
842944878;SOC HOTEL BALMORAL;Prêt participatif développement bois;2247774651;Price Glover;Développement;;12/06/2014;445;Perdu
839614096;SNEHA;Prêt participatif développement bois;1844894652;Isaac Runolfsdottir;Développement;16/04/2015;08/03/2015;230;Gagné
